16	19	10	27	25	7	30	23	6	8	0	3	21	15	23	20	24	19	21	24	16	11	15	21	18	13	27	18	32	21	18	39	36	37	34	43	36	42	43	40	48	34	34	31	46	36	41	31	26	47	35	37	32	61	56	51	61	51	61	56	61	39	34	30	38	41	33	28	36	32	69	67	40	67	35	10	63	42	50	63	64	58	41	38	35	54	32	35	30	21	27	25	37	10	34	30	37	31	24	24	27
19	18	10	27	25	8	33	23	9	7	3	0	18	14	20	18	21	18	20	22	19	13	18	21	21	13	27	20	34	24	20	42	38	39	36	45	38	43	45	42	51	37	37	34	49	39	44	34	29	50	38	40	35	64	59	54	64	54	64	59	64	41	37	32	41	44	36	31	39	35	71	68	42	69	38	10	64	44	51	65	66	60	42	39	36	55	34	37	31	21	28	26	35	13	32	29	39	29	23	22	25
38	28	25	40	39	26	43	36	26	15	21	18	0	10	3	7	5	12	14	11	35	29	33	21	35	19	28	33	36	35	30	52	47	48	43	53	44	50	51	47	67	53	53	50	65	55	60	50	46	68	53	55	50	82	76	72	81	71	81	76	80	60	55	51	59	62	54	50	57	53	89	86	61	86	57	28	82	61	69	82	84	78	58	55	52	72	50	55	47	37	46	43	42	31	40	37	58	35	34	30	30
30	30	23	40	39	22	33	36	19	7	15	14	10	0	10	5	10	4	7	8	26	20	23	12	25	9	19	23	26	25	20	41	37	37	33	43	34	40	41	37	58	44	44	41	55	45	51	40	37	60	43	45	40	73	68	63	72	62	71	66	71	53	48	44	51	54	47	43	49	46	85	83	54	83	50	25	78	58	66	79	80	74	56	53	50	70	48	51	45	35	42	40	46	26	43	40	53	39	36	33	34
39	31	27	43	42	28	43	39	27	16	23	20	3	10	0	5	2	10	12	8	35	30	33	20	35	19	26	33	34	35	30	51	46	47	42	52	43	49	50	45	68	54	54	51	65	55	61	50	47	70	53	55	50	82	77	72	82	71	81	76	81	61	57	53	60	63	55	51	58	55	91	88	63	89	58	30	84	64	71	85	87	80	60	58	55	74	53	57	49	39	48	45	45	33	43	40	60	38	37	33	33
36	32	26	43	42	26	38	39	24	12	20	18	7	5	5	0	5	5	7	5	31	26	29	15	30	14	21	28	29	30	25	46	41	41	37	47	38	43	44	40	64	50	49	46	61	50	56	46	43	66	48	50	45	78	73	68	77	67	77	72	76	58	54	50	57	60	52	48	54	51	90	87	59	87	55	29	83	62	70	83	85	79	60	57	54	74	52	55	49	39	47	44	47	31	45	42	58	40	38	35	35
40	33	29	44	44	29	43	40	28	17	24	21	5	10	2	5	0	10	11	7	36	30	33	19	35	19	25	33	34	35	30	50	46	46	41	52	42	48	49	44	68	55	54	51	66	55	61	50	47	70	53	55	50	83	78	73	82	72	82	77	81	62	58	54	61	64	56	52	59	55	93	90	64	90	59	32	86	65	73	86	88	82	62	60	56	76	54	58	51	41	50	47	47	34	45	42	61	40	39	35	35
33	34	27	44	42	26	33	40	21	11	19	18	12	4	10	5	10	0	3	5	27	22	25	9	25	9	16	23	24	25	20	40	35	36	31	42	32	38	39	34	59	46	45	42	56	46	52	41	39	62	43	45	40	74	69	64	73	63	72	68	72	55	51	47	54	56	49	45	51	48	89	86	57	86	53	28	82	61	69	82	83	78	60	57	54	73	52	54	49	39	46	44	50	29	47	44	56	43	40	37	38
35	37	30	47	45	28	33	43	24	13	21	20	14	7	12	7	11	3	0	5	29	24	26	9	26	11	14	24	22	25	20	40	35	35	30	41	31	37	38	33	60	47	46	43	57	47	53	42	40	64	44	46	41	75	70	65	74	64	73	68	72	57	53	49	55	57	51	47	52	50	91	89	58	89	55	31	85	64	72	84	86	80	63	60	57	76	54	56	52	42	49	47	52	31	50	47	58	46	43	40	41
39	37	31	48	47	30	38	44	27	16	24	22	11	8	8	5	7	5	5	0	33	28	30	14	31	15	19	29	27	30	25	45	40	40	35	46	36	42	42	38	65	52	51	48	62	52	58	47	45	68	49	50	46	80	75	70	79	68	78	73	77	61	57	53	59	62	55	51	56	54	94	91	62	91	58	33	87	66	74	87	89	83	65	62	59	78	56	59	53	44	51	49	52	34	50	47	61	45	43	40	40
10	33	25	37	34	19	16	34	10	20	16	19	35	26	35	31	36	27	29	33	0	6	2	22	5	17	25	7	26	10	11	25	22	24	22	29	25	29	31	30	32	18	18	15	30	20	25	15	11	34	18	20	15	47	41	37	46	35	45	40	45	28	25	22	26	28	22	19	23	21	68	66	30	65	27	21	61	42	49	60	60	57	45	42	40	56	36	34	36	29	30	31	50	14	47	43	33	46	37	39	43
11	29	20	34	31	15	19	31	5	14	11	13	29	20	30	26	30	22	24	28	6	0	4	18	7	12	22	8	26	11	10	29	25	27	24	32	27	32	34	31	38	24	24	21	36	26	31	21	17	40	24	26	21	52	47	42	51	41	51	46	51	32	29	25	31	34	27	23	28	25	70	68	34	67	31	17	63	43	50	62	63	58	45	42	40	56	36	35	35	27	30	30	47	12	43	40	35	41	33	34	38
12	33	24	38	34	19	15	34	10	18	15	18	33	23	33	29	33	25	26	30	2	4	0	19	3	15	22	5	24	8	8	24	21	23	21	28	24	28	30	28	34	21	20	17	32	22	27	17	14	37	20	22	17	49	44	39	48	38	48	43	47	31	27	25	29	31	25	22	26	24	70	69	33	67	30	21	64	44	51	62	63	59	47	44	42	58	38	36	37	30	32	32	51	15	47	44	36	45	37	38	42
30	39	31	48	46	28	24	44	20	14	21	21	21	12	20	15	19	9	9	14	22	18	19	0	19	8	7	16	14	17	12	31	26	26	21	32	22	28	29	25	52	39	38	36	49	39	45	34	34	57	36	37	32	67	62	58	66	56	65	60	64	50	47	44	49	50	45	42	45	43	88	86	53	85	49	31	82	61	69	81	81	77	61	59	56	74	53	53	51	42	47	46	56	29	53	50	54	49	44	43	45
15	36	28	41	38	22	12	38	13	20	18	21	35	25	35	30	35	25	26	31	5	7	3	19	0	16	20	2	21	5	7	21	18	19	17	25	20	25	26	25	33	20	19	17	30	20	26	15	14	37	18	20	15	48	43	38	47	37	46	42	46	32	29	26	30	31	26	24	26	25	72	71	34	69	31	25	66	47	53	65	65	61	50	47	45	61	41	39	41	34	35	36	54	18	51	47	38	49	41	42	46
24	31	23	40	38	20	24	36	13	7	13	13	19	9	19	14	19	9	11	15	17	12	15	8	16	0	14	14	21	16	11	33	28	29	25	35	27	32	34	30	50	36	35	32	47	36	42	32	29	52	34	36	31	64	59	54	63	53	63	58	62	45	41	38	44	46	39	36	41	38	81	79	47	78	43	23	74	54	61	74	75	70	54	51	48	67	45	46	43	34	39	38	48	21	45	42	47	42	37	35	38
34	45	37	54	52	34	21	50	26	21	27	27	28	19	26	21	25	16	14	19	25	22	22	7	20	14	0	18	8	16	13	27	22	22	17	27	17	22	23	18	52	40	39	36	48	38	45	34	35	58	34	36	31	67	62	58	65	55	64	60	63	52	49	47	51	51	47	44	46	45	92	91	55	89	52	37	86	66	73	85	85	81	67	64	62	79	58	58	57	48	52	52	63	34	60	56	58	56	51	50	52
17	37	28	42	39	23	12	39	13	18	18	20	33	23	33	28	33	23	24	29	7	8	5	16	2	14	18	0	19	3	4	21	17	19	16	24	19	24	25	24	36	23	22	19	33	23	29	18	17	40	20	22	17	51	46	41	49	39	49	44	48	34	31	29	33	34	29	26	29	27	75	73	37	72	34	25	69	49	56	67	67	64	52	49	47	63	43	41	42	35	37	37	55	19	51	48	40	49	41	42	45
36	52	43	59	57	39	17	56	30	28	32	34	36	26	34	29	34	24	22	27	26	26	24	14	21	21	8	19	0	16	16	20	16	15	10	20	10	15	15	10	48	38	37	35	44	36	42	32	35	56	31	32	29	64	58	55	61	52	60	56	58	52	50	48	50	50	47	45	45	45	94	93	55	91	52	42	88	68	75	86	86	83	71	68	66	82	62	60	61	52	56	56	69	38	66	63	59	63	57	56	59
20	40	32	46	43	26	8	42	17	21	21	24	35	25	35	30	35	25	25	30	10	11	8	17	5	16	16	3	16	0	5	18	14	15	13	21	15	20	22	20	35	23	22	19	32	22	28	18	18	41	18	20	15	51	45	41	49	39	48	43	47	36	33	31	34	34	30	28	29	29	77	76	38	74	36	29	71	52	58	69	69	66	55	52	50	66	46	44	46	38	40	41	58	23	55	51	43	53	45	46	49
20	37	29	44	41	24	13	40	14	17	18	20	30	20	30	25	30	20	20	25	11	10	8	12	7	11	13	4	16	5	0	22	18	19	15	25	18	23	25	22	40	27	26	23	37	26	33	22	21	44	23	25	20	55	50	45	53	43	53	48	52	39	36	33	37	38	33	30	33	32	79	77	41	76	38	26	72	52	59	71	71	68	55	52	50	66	46	44	45	37	40	40	55	22	52	48	44	50	42	43	46
33	58	49	62	58	43	9	59	34	39	39	42	52	41	51	46	50	40	40	45	25	29	24	31	21	33	27	21	20	18	22	0	5	5	10	5	11	9	11	14	31	25	23	23	26	20	26	20	26	40	16	15	15	45	40	37	42	34	41	37	39	40	40	40	38	35	37	37	32	35	85	85	43	82	43	46	80	62	68	77	75	75	68	65	64	76	59	55	60	54	53	55	75	39	72	68	52	70	62	63	67
31	54	46	59	56	40	6	56	31	34	36	38	47	37	46	41	46	35	35	40	22	25	21	26	18	28	22	17	16	14	18	5	0	2	5	7	7	8	10	11	34	26	24	23	29	22	28	20	26	42	17	18	15	48	43	40	46	37	44	41	43	41	40	40	39	37	37	37	33	35	85	85	44	82	43	43	80	62	68	77	76	75	66	63	62	76	57	54	58	51	52	53	72	36	69	65	52	67	59	60	63
33	56	47	61	58	42	8	58	32	36	37	39	48	37	47	41	46	36	35	40	24	27	23	26	19	29	22	19	15	15	19	5	2	0	5	5	5	6	8	9	35	28	26	25	31	24	30	22	28	44	19	19	17	50	45	42	47	39	46	42	44	43	42	42	41	39	39	39	35	37	87	87	46	84	45	44	82	64	70	79	78	77	68	65	64	78	59	56	60	53	54	55	74	38	70	67	54	68	61	61	65
32	53	44	59	56	39	8	55	30	32	34	36	43	33	42	37	41	31	30	35	22	24	21	21	17	25	17	16	10	13	15	10	5	5	0	10	3	7	9	8	38	29	28	26	34	26	32	24	28	47	22	22	19	53	48	45	51	42	50	46	48	44	43	42	42	41	40	39	37	38	88	87	47	85	46	42	82	64	70	80	79	77	67	64	63	78	58	56	58	51	52	54	71	36	67	64	54	65	58	58	61
38	61	53	66	63	47	13	63	38	41	43	45	53	43	52	47	52	42	41	46	29	32	28	32	25	35	27	24	20	21	25	5	7	5	10	0	10	5	7	11	35	30	28	28	30	25	30	25	31	45	21	20	20	49	44	42	46	38	44	41	42	45	45	45	43	40	42	42	37	40	90	90	48	87	48	50	85	67	73	82	80	80	72	69	68	81	64	60	65	58	58	60	79	43	76	72	57	74	66	67	70
35	55	47	61	58	42	11	58	32	33	36	38	44	34	43	38	42	32	31	36	25	27	24	22	20	27	17	19	10	15	18	11	7	5	3	10	0	5	7	5	41	32	30	29	36	29	35	26	31	49	24	25	22	55	50	47	53	44	51	48	50	47	46	45	45	43	43	42	39	41	91	90	50	88	49	44	85	67	73	83	82	80	70	67	66	81	61	59	61	54	55	57	73	39	70	66	57	68	60	61	64
39	61	52	66	63	47	14	63	37	39	42	43	50	40	49	43	48	38	37	42	29	32	28	28	25	32	22	24	15	20	23	9	8	6	7	5	5	0	2	5	40	33	32	31	36	29	35	28	34	50	25	25	23	54	50	47	51	43	50	46	48	49	48	48	47	44	45	45	41	43	93	93	51	90	51	49	88	70	76	85	84	83	74	71	70	84	65	62	66	59	59	61	79	43	75	72	60	73	66	66	69
41	62	54	68	65	48	16	65	39	41	43	45	51	41	50	44	49	39	38	42	31	34	30	29	26	34	23	25	15	22	25	11	10	8	9	7	7	2	0	5	42	35	33	33	37	31	37	30	36	52	27	26	25	56	51	48	53	45	51	48	49	50	50	50	49	46	47	47	43	45	95	95	53	92	53	51	90	72	78	87	86	85	76	73	72	86	67	64	68	60	61	63	80	45	77	73	62	75	67	68	71
40	60	51	66	63	46	16	63	37	37	40	42	47	37	45	40	44	34	33	38	30	31	28	25	25	30	18	24	10	20	22	14	11	9	8	11	5	5	5	0	45	37	35	34	40	33	39	31	36	54	29	29	26	59	54	51	56	48	55	51	53	52	50	50	50	48	48	47	44	46	96	95	55	93	53	49	90	72	78	88	87	85	75	72	71	86	66	64	66	59	60	61	78	43	74	71	62	72	65	65	68
32	59	52	57	53	47	31	56	42	52	48	51	67	58	68	64	68	59	60	65	32	38	34	52	33	50	52	36	48	35	40	31	34	35	38	35	41	40	42	45	0	14	14	17	4	13	7	18	22	12	17	16	20	15	10	6	13	3	13	8	13	18	22	26	16	10	20	24	13	19	60	61	20	57	24	47	56	45	47	52	49	51	53	51	52	57	47	39	51	50	44	48	73	40	70	67	34	71	61	64	69
18	46	39	45	42	33	21	44	28	38	34	37	53	44	54	50	55	46	47	52	18	24	21	39	20	36	40	23	38	23	27	25	26	28	29	30	32	33	35	37	14	0	2	3	12	5	7	5	8	17	9	10	10	28	23	18	27	17	27	22	27	15	15	17	13	11	12	14	7	10	60	60	18	57	18	34	55	39	43	52	50	50	46	43	43	52	38	32	41	38	33	37	61	26	58	55	28	58	48	52	56
19	47	39	47	43	34	19	45	28	38	34	37	53	44	54	49	54	45	46	51	18	24	20	38	19	35	39	22	37	22	26	23	24	26	28	28	30	32	33	35	14	2	0	3	12	3	7	4	8	19	7	8	8	29	23	19	27	17	27	22	27	17	17	18	15	13	14	16	9	12	62	62	20	59	20	35	57	41	45	54	52	52	47	45	45	54	40	34	42	39	35	38	62	27	59	56	30	59	49	52	57
16	44	37	44	41	31	18	43	25	35	31	34	50	41	51	46	51	42	43	48	15	21	17	36	17	32	36	19	35	19	23	23	23	25	26	28	29	31	33	34	17	3	3	0	15	5	10	3	5	21	7	9	8	31	26	21	30	20	30	25	30	17	17	17	15	14	14	14	10	12	62	62	20	59	20	32	57	40	45	54	52	52	46	43	43	54	38	32	40	37	33	36	60	24	56	53	29	56	47	50	54
31	58	51	57	53	46	27	56	40	50	46	49	65	55	65	61	66	56	57	62	30	36	32	49	30	47	48	33	44	32	37	26	29	31	34	30	36	36	37	40	4	12	12	15	0	10	5	15	20	16	13	12	16	19	14	11	17	7	16	11	15	20	23	26	18	13	21	25	14	19	63	64	23	60	25	46	59	47	50	55	53	55	55	53	53	59	48	41	51	50	44	48	73	39	70	67	36	70	60	64	68
22	50	42	50	46	37	18	48	30	40	36	39	55	45	55	50	55	46	47	52	20	26	22	39	20	36	38	23	36	22	26	20	22	24	26	25	29	29	31	33	13	5	3	5	10	0	6	5	11	20	4	5	7	28	23	19	26	17	26	21	25	20	20	22	18	14	17	19	12	15	65	65	23	62	23	38	60	44	49	57	55	55	51	48	48	58	43	37	46	42	39	42	66	30	62	59	33	62	53	55	60
25	53	46	52	48	40	24	51	35	45	41	44	60	51	61	56	61	52	53	58	25	31	27	45	26	42	45	29	42	28	33	26	28	30	32	30	35	35	37	39	7	7	7	10	5	6	0	10	15	14	10	10	13	22	17	12	20	10	20	15	20	16	18	21	14	10	16	19	9	14	61	61	19	58	21	41	56	42	46	53	51	51	50	48	48	56	43	36	46	44	39	43	68	33	64	61	31	65	55	58	63
18	45	38	46	43	32	15	44	25	35	31	34	50	40	50	46	50	41	42	47	15	21	17	34	15	32	34	18	32	18	22	20	20	22	24	25	26	28	30	31	18	5	4	3	15	5	10	0	7	23	5	7	5	33	27	23	31	21	31	26	30	20	20	20	18	17	17	17	13	15	65	65	23	62	23	33	60	43	48	57	55	55	49	46	46	57	41	35	43	38	36	39	62	25	58	55	32	58	48	51	55
10	38	31	38	35	25	20	37	20	31	26	29	46	37	47	43	47	39	40	45	11	17	14	34	14	29	35	17	35	18	21	26	26	28	28	31	31	34	36	36	22	8	8	5	20	11	15	7	0	23	12	14	12	35	30	25	35	25	35	30	35	17	14	14	15	17	12	11	11	10	59	59	19	56	17	26	54	36	42	51	51	49	41	39	38	50	33	28	35	31	28	31	54	18	51	47	26	51	41	44	48
31	55	50	50	47	45	38	50	42	53	47	50	68	60	70	66	70	62	64	68	34	40	37	57	37	52	58	40	56	41	44	40	42	44	47	45	49	50	52	54	12	17	19	21	16	20	14	23	23	0	25	25	27	15	11	7	17	11	18	14	19	10	15	20	10	6	15	20	11	15	48	49	11	45	15	45	44	34	36	40	37	39	44	42	43	46	39	30	43	44	37	41	67	38	64	61	24	66	55	60	65
22	50	42	51	48	36	14	49	29	38	35	38	53	43	53	48	53	43	44	49	18	24	20	36	18	34	34	20	31	18	23	16	17	19	22	21	24	25	27	29	17	9	7	7	13	4	10	5	12	25	0	2	3	32	27	23	30	20	29	25	28	24	24	25	22	19	21	22	16	19	69	69	27	66	27	38	64	47	52	61	59	59	54	51	51	61	46	40	48	43	41	44	67	30	63	60	36	62	53	56	60
25	52	44	53	50	38	15	51	31	40	37	40	55	45	55	50	55	45	46	50	20	26	22	37	20	36	36	22	32	20	25	15	18	19	22	20	25	25	26	29	16	10	8	9	12	5	10	7	14	25	2	0	5	31	26	22	29	19	28	23	26	25	25	26	23	19	22	24	17	20	70	70	28	67	28	40	65	49	53	62	60	60	55	53	53	63	48	42	50	46	43	46	69	32	65	62	38	65	55	58	62
21	48	40	50	46	34	11	48	26	35	32	35	50	40	50	45	50	40	41	46	15	21	17	32	15	31	31	17	29	15	20	15	15	17	19	20	22	23	25	26	20	10	8	8	16	7	13	5	12	27	3	5	0	35	30	26	33	23	32	28	31	25	25	25	23	21	22	22	17	20	70	70	28	67	28	36	65	48	53	62	60	60	53	51	50	61	45	40	47	42	40	43	65	28	61	58	37	61	51	54	58
45	70	65	66	63	60	46	66	55	66	61	64	82	73	82	78	83	74	75	80	47	52	49	67	48	64	67	51	64	51	55	45	48	50	53	49	55	54	56	59	15	28	29	31	19	28	22	33	35	15	32	31	35	0	5	10	4	11	6	7	9	25	30	35	25	20	30	35	25	30	56	59	26	54	31	60	54	48	48	49	45	50	58	57	59	58	54	45	58	60	52	57	83	53	79	77	39	81	71	75	80
40	65	60	62	58	55	41	62	50	61	56	59	76	68	77	73	78	69	70	75	41	47	44	62	43	59	62	46	58	45	50	40	43	45	48	44	50	50	51	54	10	23	23	26	14	23	17	27	30	11	27	26	30	5	0	5	5	6	6	4	8	21	26	31	20	15	25	30	20	25	56	58	22	53	27	55	54	46	46	49	45	49	55	54	55	56	51	42	55	55	48	53	79	48	75	72	36	77	66	71	76
35	60	55	57	54	50	37	57	45	56	51	54	72	63	72	68	73	64	65	70	37	42	39	58	38	54	58	41	55	41	45	37	40	42	45	42	47	47	48	51	6	18	19	21	11	19	12	23	25	7	23	22	26	10	5	0	10	4	10	6	12	17	21	26	16	10	20	25	15	20	55	56	18	52	22	50	52	42	43	47	44	47	51	50	51	53	46	38	50	50	43	48	74	43	70	68	32	72	62	66	71
45	71	65	67	64	60	44	67	55	66	61	64	81	72	82	77	82	73	74	79	46	51	48	66	47	63	65	49	61	49	53	42	46	47	51	46	53	51	53	56	13	27	27	30	17	26	20	31	35	17	30	29	33	4	5	10	0	10	2	5	5	26	31	36	26	20	30	35	25	30	60	62	28	57	32	60	58	51	51	53	49	54	61	59	60	61	56	47	60	61	53	58	84	53	80	78	41	82	72	76	81
35	61	55	59	55	50	34	58	45	55	51	54	71	62	71	67	72	63	64	68	35	41	38	56	37	53	55	39	52	39	43	34	37	39	42	38	44	43	45	48	3	17	17	20	7	17	10	21	25	11	20	19	23	11	6	4	10	0	10	5	10	19	23	27	18	11	21	26	15	21	58	60	21	56	25	50	55	45	47	51	48	51	54	52	53	57	48	40	52	52	45	50	75	43	72	69	34	73	63	67	72
45	71	65	68	64	60	43	68	55	65	61	64	81	71	81	77	82	72	73	78	45	51	48	65	46	63	64	49	60	48	53	41	44	46	50	44	51	50	51	55	13	27	27	30	16	26	20	31	35	18	29	28	32	6	6	10	2	10	0	5	3	27	32	37	26	20	31	36	25	30	62	64	29	59	33	60	60	52	53	55	51	55	62	60	61	63	57	48	61	61	54	59	85	53	81	78	42	82	72	76	81
40	66	60	63	60	55	38	63	50	60	56	59	76	66	76	72	77	68	68	73	40	46	43	60	42	58	60	44	56	43	48	37	41	42	46	41	48	46	48	51	8	22	22	25	11	21	15	26	30	14	25	23	28	7	4	6	5	5	5	0	5	23	27	32	22	16	26	31	20	25	60	62	25	57	29	55	57	48	50	52	49	53	58	56	57	60	53	44	56	56	50	54	80	48	76	74	38	78	68	72	76
45	72	65	69	65	60	41	68	55	65	61	64	80	71	81	76	81	72	72	77	45	51	47	64	46	62	63	48	58	47	52	39	43	44	48	42	50	48	49	53	13	27	27	30	15	25	20	30	35	19	28	26	31	9	8	12	5	10	3	5	0	29	33	38	28	21	32	37	25	31	65	67	30	62	34	60	62	54	55	57	53	58	64	62	63	65	58	50	62	62	55	60	86	53	82	79	44	83	73	77	82
22	45	40	40	37	35	36	40	34	45	39	41	60	53	61	58	62	55	57	61	28	32	31	50	32	45	52	34	52	36	39	40	41	43	44	45	47	49	50	52	18	15	17	17	20	20	16	20	17	10	24	25	25	25	21	17	26	19	27	23	29	0	5	10	2	7	5	10	8	7	45	45	3	42	5	35	40	26	29	37	35	35	35	33	34	39	29	21	33	34	26	31	57	29	54	51	15	55	45	50	55
18	40	35	36	32	31	34	35	29	41	34	37	55	48	57	54	58	51	53	57	25	29	27	47	29	41	49	31	50	33	36	40	40	42	43	45	46	48	50	50	22	15	17	17	23	20	18	20	14	15	24	25	25	30	26	21	31	23	32	27	33	5	0	5	5	11	3	5	9	5	45	45	5	42	3	30	40	24	28	37	36	35	32	29	30	37	25	17	29	29	22	26	52	24	49	46	13	50	40	45	50
14	35	30	31	27	26	34	31	25	37	30	32	51	44	53	50	54	47	49	53	22	25	25	44	26	38	47	29	48	31	33	40	40	42	42	45	45	48	50	50	26	17	18	17	26	22	21	20	14	20	25	26	25	35	31	26	36	27	37	32	38	10	5	0	10	16	5	3	12	7	46	45	10	43	5	25	40	22	28	38	38	35	29	26	26	36	21	15	25	24	18	22	48	19	44	41	12	46	35	40	45
21	45	40	41	37	35	34	41	33	44	38	41	59	51	60	57	61	54	55	59	26	31	29	49	30	44	51	33	50	34	37	38	39	41	42	43	45	47	49	50	16	13	15	15	18	18	14	18	15	10	22	23	23	25	20	16	26	18	26	22	28	2	5	10	0	6	5	10	6	5	47	47	5	44	7	35	42	28	31	39	37	37	36	34	35	41	30	22	34	34	27	32	58	28	54	51	17	56	46	50	55
25	50	45	47	44	40	32	47	36	47	41	44	62	54	63	60	64	56	57	62	28	34	31	50	31	46	51	34	50	34	38	35	37	39	41	40	43	44	46	48	10	11	13	14	13	14	10	17	17	6	19	19	21	20	15	10	20	11	20	16	21	7	11	16	6	0	10	15	5	10	51	51	10	48	13	40	47	34	37	43	41	42	43	41	42	46	37	29	40	40	34	38	64	33	60	57	23	62	51	56	61
16	40	35	37	33	30	31	36	28	39	33	36	54	47	55	52	56	49	51	55	22	27	25	45	26	39	47	29	47	30	33	37	37	39	40	42	43	45	47	48	20	12	14	14	21	17	16	17	12	15	21	22	22	30	25	20	30	21	31	26	32	5	3	5	5	10	0	5	7	2	48	48	7	45	6	30	43	26	31	40	39	38	34	32	32	40	27	20	30	30	23	28	53	23	50	47	15	51	41	45	50
12	35	30	32	29	25	31	31	23	35	28	31	50	43	51	48	52	45	47	51	19	23	22	42	24	36	44	26	45	28	30	37	37	39	39	42	42	45	47	47	24	14	16	14	25	19	19	17	11	20	22	24	22	35	30	25	35	26	36	31	37	10	5	3	10	15	5	0	11	5	49	48	11	46	7	25	43	25	31	41	40	38	31	29	29	39	24	18	26	25	19	23	49	18	45	42	15	46	36	40	45
20	46	40	43	40	35	28	43	31	42	36	39	57	49	58	54	59	51	52	56	23	28	26	45	26	41	46	29	45	29	33	32	33	35	37	37	39	41	43	44	13	7	9	10	14	12	9	13	11	11	16	17	17	25	20	15	25	15	25	20	25	8	9	12	6	5	7	11	0	5	53	53	11	50	12	35	48	33	37	45	43	43	41	39	39	46	34	27	37	36	30	34	60	28	56	53	22	57	47	51	56
